question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_00678,EX_COM_BOD_H_211,Comprehension: Body Parts Hard #5,2024-08-27T18:58:40,2024-08-27T21:48:41.920000,10201.92,2024-08-27T21:54:30,2024-08-27T21:48:41.920000,comprehension,body_parts,elbow,body_parts/elbow.png,hard,category_sorting,2024-08-27T21:47:59,2024-08-27T21:48:41.920000,42.92,elbow,elbow,1,1,0,,0,0,,0,SESS_USER_039_001,USER_039,1,web,2024-08-27T21:48:42.554491
Q_00679,EX_WRI_CLO_E_335,Writing: Clothing Easy #14,2024-02-22T17:52:00,2024-02-22T20:41:45.030000,10185.03,2024-02-22T17:12:00,2024-02-22T20:41:45.030000,writing,clothing,scarf,clothing/scarf.png,easy,pic_to_word,2024-02-22T20:41:31,2024-02-22T20:41:45.030000,14.03,scarf,scarf,1,1,0,,0,0,,0,SESS_USER_035_004,USER_035,3,web,2024-02-22T20:41:46.507640
Q_00680,EX_COM_FOO_H_299,Comprehension: Food Hard #4,2024-03-20T23:09:37,2024-03-21T01:59:59.170000,10222.17,2024-03-21T00:00:30,2024-03-21T01:59:59.170000,comprehension,food,carrot,food/carrot.png,hard,category_sorting,2024-03-21T01:59:27,2024-03-21T01:59:59.170000,32.17,cheese,carrot,0,0,0,,0,0,,0,SESS_USER_014_001,USER_014,1,web,2024-03-21T02:00:00.130164
Q_00681,EX_WRI_ANI_E_338,Writing: Animals Easy #7,2024-12-09T15:34:07,2024-12-09T18:24:23.960000,10216.96,2024-12-09T14:30:00,2024-12-09T18:24:23.960000,writing,animals,zebra,animals/zebra.png,easy,spelling_choice,2024-12-09T18:24:07,2024-12-09T18:24:23.960000,16.96,zebra,zebra,1,1,1,phonemic,1,1,38.48,1,SESS_USER_021_001,USER_021,2,mobile,2024-12-09T18:24:25.338142
Q_00682,EX_COM_BOD_H_302,Comprehension: Body Parts Hard #8,2024-04-13T00:01:32,2024-04-13T02:51:54.620000,10222.62,2024-04-13T00:42:30,2024-04-13T02:51:54.620000,comprehension,body_parts,elbow,body_parts/elbow.png,hard,word_to_pic,2024-04-13T02:51:47,2024-04-13T02:51:54.620000,7.62,back,elbow,0,0,0,,0,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-04-13T02:51:55.743434
Q_00683,EX_WRI_CLO_E_071,Writing: Clothing Easy #6,2024-12-25T15:56:03,2024-12-25T18:46:43.840000,10240.84,2024-12-25T20:58:00,2024-12-25T18:46:43.840000,writing,clothing,skirt,clothing/skirt.png,easy,spelling_choice,2024-12-25T18:46:38,2024-12-25T18:46:43.840000,5.84,shoe,skirt,0,0,0,,0,0,,0,SESS_USER_023_001,USER_023,4,mobile,2024-12-25T18:46:45.809211
Q_00684,EX_COM_FOO_H_265,Comprehension: Food Hard #10,2024-11-02T20:18:32,2024-11-02T23:09:42.120000,10270.12,2024-11-02T22:14:30,2024-11-02T23:09:42.120000,comprehension,food,cheese,food/cheese.png,hard,word_to_pic,2024-11-02T23:09:22,2024-11-02T23:09:42.120000,20.12,milk,cheese,0,0,0,,0,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-02T23:09:42.899860
Q_00685,EX_WRI_ANI_E_247,Writing: Animals Easy #10,2024-02-17T00:31:04,2024-02-17T03:22:07.840000,10263.84,2024-02-17T01:04:00,2024-02-17T03:22:07.840000,writing,animals,sheep,animals/sheep.png,easy,fill_in_blank,2024-02-17T03:22:04,2024-02-17T03:22:07.840000,3.84,pig,sheep,0,0,0,,0,0,,0,SESS_USER_041_002,USER_041,3,web,2024-02-17T03:22:08.473437
Q_00686,EX_COM_BOD_H_339,Comprehension: Body Parts Hard #11,2024-02-17T02:51:34,2024-02-17T05:43:39.020000,10325.02,2024-02-17T02:51:30,2024-02-17T05:43:39.020000,comprehension,body_parts,hair,body_parts/hair.png,hard,yes_no_question,2024-02-17T05:42:53,2024-02-17T05:43:39.020000,46.02,hair,hair,1,1,1,phonemic,5,1,41.97,5,SESS_USER_041_002,USER_041,3,web,2024-02-17T05:43:39.453505
Q_00687,EX_WRI_CLO_E_135,Writing: Clothing Easy #6,2024-02-28T22:19:01,2024-02-29T01:10:39.930000,10298.93,2024-02-29T02:35:00,2024-02-29T01:10:39.930000,writing,clothing,glove,clothing/glove.png,easy,fill_in_blank,2024-02-29T01:10:33,2024-02-29T01:10:39.930000,6.93,glove,glove,1,1,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-02-29T01:10:40.394518
Q_00688,EX_COM_FOO_H_189,Comprehension: Food Hard #8,2024-04-12T21:36:34,2024-04-13T00:28:30.980000,10316.98,2024-04-13T00:42:30,2024-04-13T00:28:30.980000,comprehension,food,juice,food/juice.png,hard,category_sorting,2024-04-13T00:28:19,2024-04-13T00:28:30.980000,11.98,bread,juice,0,0,0,,0,0,,0,SESS_USER_045_001,USER_045,4,web,2024-04-13T00:28:32.861992
Q_00689,EX_WRI_ANI_E_325,Writing: Animals Easy #10,2024-02-25T14:10:08,2024-02-25T17:02:39.040000,10351.04,2024-02-25T14:10:00,2024-02-25T17:02:39.040000,writing,animals,duck,animals/duck.png,easy,spelling_choice,2024-02-25T17:02:13,2024-02-25T17:02:39.040000,26.04,duck,duck,1,1,1,spelling,3,1,33.45,1,SESS_USER_028_002,USER_028,1,web,2024-02-25T17:02:39.566642
Q_00690,EX_COM_BOD_H_340,Comprehension: Body Parts Hard #5,2024-12-06T20:27:35,2024-12-06T23:20:38,10383.0,2024-12-06T20:02:30,2024-12-06T23:20:38,comprehension,body_parts,hand,body_parts/hand.png,hard,yes_no_question,2024-12-06T23:19:51,2024-12-06T23:20:38,47.0,hand,hand,1,1,1,sentence_completion,7,1,6.4,6,SESS_USER_027_001,USER_027,3,mobile,2024-12-06T23:20:39.958382
Q_00691,EX_WRI_CLO_E_341,Writing: Clothing Easy #5,2024-06-01T03:35:03,2024-06-01T06:27:39.440000,10356.44,2024-06-01T03:35:00,2024-06-01T06:27:39.440000,writing,clothing,sock,clothing/sock.png,easy,spelling_choice,2024-06-01T06:27:33,2024-06-01T06:27:39.440000,6.44,sock,sock,1,1,0,,0,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-06-01T06:27:39.592958
Q_00692,EX_COM_FOO_H_055,Comprehension: Food Hard #4,2024-02-16T12:12:39,2024-02-16T15:06:37.180000,10438.18,2024-02-16T16:44:30,2024-02-16T15:06:37.180000,comprehension,food,carrot,food/carrot.png,hard,category_sorting,2024-02-16T15:05:25,2024-02-16T15:06:37.180000,72.18,carrot,carrot,1,0,1,written_initial,7,4,7.99,3,SESS_USER_002_001,USER_002,1,web,2024-02-16T15:06:39.072740
Q_00693,EX_WRI_ANI_E_322,Writing: Animals Easy #4,2024-10-04T14:12:10,2024-10-04T17:05:14.180000,10384.18,2024-10-04T14:12:00,2024-10-04T17:05:14.180000,writing,animals,fish,animals/fish.png,easy,word_completion,2024-10-04T17:05:10,2024-10-04T17:05:14.180000,4.18,fish,fish,1,1,0,,0,0,,0,SESS_USER_040_002,USER_040,3,web,2024-10-04T17:05:16.021757
Q_00694,EX_COM_BOD_H_302,Comprehension: Body Parts Hard #8,2024-04-13T00:01:32,2024-04-13T02:55:10.710000,10418.71,2024-04-13T00:42:30,2024-04-13T02:55:10.710000,comprehension,body_parts,head,body_parts/head.png,hard,word_to_pic,2024-04-13T02:54:49,2024-04-13T02:55:10.710000,21.71,head,head,1,1,0,,0,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-04-13T02:55:11.970403
Q_00695,EX_WRI_CLO_E_162,Writing: Clothing Easy #4,2024-05-07T13:01:08,2024-05-07T15:55:14.830000,10446.83,2024-05-07T16:59:00,2024-05-07T15:55:14.830000,writing,clothing,cap,clothing/cap.png,easy,pic_to_word,2024-05-07T15:54:42,2024-05-07T15:55:14.830000,32.83,cap,cap,1,1,1,functional,5,1,46.36,2,SESS_USER_007_001,USER_007,1,web,2024-05-07T15:55:16.426202
Q_00696,EX_COM_FOO_H_342,Comprehension: Food Hard #8,2024-02-15T19:03:36,2024-02-15T21:57:35.950000,10439.95,2024-02-15T19:03:30,2024-02-15T21:57:35.950000,comprehension,food,juice,food/juice.png,hard,word_to_pic,2024-02-15T21:57:21,2024-02-15T21:57:35.950000,14.95,milk,juice,0,0,1,modeling,1,1,29.97,1,SESS_USER_030_001,USER_030,4,mobile,2024-02-15T21:57:36.245110
Q_00697,EX_WRI_ANI_E_288,Writing: Animals Easy #10,2024-11-02T20:53:03,2024-11-02T23:47:16.730000,10453.73,2024-11-02T22:21:00,2024-11-02T23:47:16.730000,writing,animals,horse,animals/horse.png,easy,spelling_choice,2024-11-02T23:47:07,2024-11-02T23:47:16.730000,9.73,horse,horse,1,1,0,,0,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-02T23:47:17.674786
Q_00698,EX_COM_BOD_H_221,Comprehension: Body Parts Hard #6,2024-07-02T14:35:40,2024-07-02T17:30:07.330000,10467.33,2024-07-02T17:31:30,2024-07-02T17:30:07.330000,comprehension,body_parts,finger,body_parts/finger.png,hard,yes_no_question,2024-07-02T17:29:56,2024-07-02T17:30:07.330000,11.33,knee,finger,0,0,1,written_initial,3,2,37.1,3,SESS_USER_003_001,USER_003,3,mobile,2024-07-02T17:30:08.322095
Q_00699,EX_WRI_CLO_E_075,Writing: Clothing Easy #5,2024-10-20T13:11:01,2024-10-20T16:06:22.490000,10521.49,2024-10-20T18:19:00,2024-10-20T16:06:22.490000,writing,clothing,hat,clothing/hat.png,easy,pic_to_word,2024-10-20T16:05:32,2024-10-20T16:06:22.490000,50.49,hat,hat,1,0,1,sentence_completion,7,1,8.0,3,SESS_USER_001_001,USER_001,1,web,2024-10-20T16:06:23.807054
Q_00700,EX_COM_FOO_H_098,Comprehension: Food Hard #5,2024-05-31T22:47:31,2024-06-01T01:42:33.420000,10502.42,2024-06-01T03:39:30,2024-06-01T01:42:33.420000,comprehension,food,salad,food/salad.png,hard,yes_no_question,2024-06-01T01:42:20,2024-06-01T01:42:33.420000,13.42,salad,salad,1,1,0,,0,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-06-01T01:42:34.595584
Q_00701,EX_WRI_ANI_E_343,Writing: Animals Easy #8,2024-09-25T03:38:02,2024-09-25T06:33:10.850000,10508.85,2024-09-25T03:38:00,2024-09-25T06:33:10.850000,writing,animals,fish,animals/fish.png,easy,word_completion,2024-09-25T06:33:05,2024-09-25T06:33:10.850000,5.85,dog,fish,0,0,0,,0,0,,0,SESS_USER_020_002,USER_020,5,mobile,2024-09-25T06:33:11.366871
Q_00702,EX_COM_BOD_H_302,Comprehension: Body Parts Hard #8,2024-04-13T00:01:32,2024-04-13T02:57:33.040000,10561.04,2024-04-13T00:42:30,2024-04-13T02:57:33.040000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,sentence_matching,2024-04-13T02:56:48,2024-04-13T02:57:33.040000,45.04,tooth,tooth,1,0,1,modeling,3,2,49.4,2,SESS_USER_045_001,USER_045,4,mobile,2024-04-13T02:57:34.709560
Q_00703,EX_WRI_CLO_E_075,Writing: Clothing Easy #5,2024-10-20T13:11:01,2024-10-20T16:06:46.070000,10545.07,2024-10-20T18:19:00,2024-10-20T16:06:46.070000,writing,clothing,shirt,clothing/shirt.png,easy,pic_to_word,2024-10-20T16:06:31,2024-10-20T16:06:46.070000,15.07,shirt,shirt,1,1,1,phonemic,5,2,55.2,3,SESS_USER_001_001,USER_001,1,web,2024-10-20T16:06:48.023088
Q_00704,EX_COM_FOO_H_344,Comprehension: Food Hard #8,2024-03-19T15:14:34,2024-03-19T18:10:26.440000,10552.44,2024-03-19T14:55:30,2024-03-19T18:10:26.440000,comprehension,food,meat,food/meat.png,hard,category_sorting,2024-03-19T18:10:20,2024-03-19T18:10:26.440000,6.44,meat,meat,1,1,0,,0,0,,0,SESS_USER_019_002,USER_019,1,web,2024-03-19T18:10:26.580835
Q_00705,EX_WRI_ANI_E_345,Writing: Animals Easy #5,2024-12-12T16:16:10,2024-12-12T19:12:14.140000,10564.14,2024-12-12T16:16:00,2024-12-12T19:12:14.140000,writing,animals,fish,animals/fish.png,easy,spelling_choice,2024-12-12T19:12:11,2024-12-12T19:12:14.140000,3.14,fish,fish,1,1,0,,0,0,,0,SESS_USER_007_002,USER_007,1,web,2024-12-12T19:12:14.942317
Q_00706,EX_COM_BOD_H_346,Comprehension: Body Parts Hard #7,2024-04-01T04:18:39,2024-04-01T07:15:47.790000,10628.79,2024-04-01T03:29:30,2024-04-01T07:15:47.790000,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,word_to_pic,2024-04-01T07:14:56,2024-04-01T07:15:47.790000,51.79,shoulder,shoulder,1,0,1,rhyming,7,1,15.43,5,SESS_USER_011_001,USER_011,4,web,2024-04-01T07:15:48.494108
Q_00707,EX_WRI_CLO_E_272,Writing: Clothing Easy #11,2024-02-17T01:04:10,2024-02-17T04:00:44.710000,10594.71,2024-02-17T03:02:00,2024-02-17T04:00:44.710000,writing,clothing,pants,clothing/pants.png,easy,fill_in_blank,2024-02-17T04:00:41,2024-02-17T04:00:44.710000,3.71,pants,pants,1,1,0,,0,0,,0,SESS_USER_041_002,USER_041,3,web,2024-02-17T04:00:45.432593
Q_00708,EX_COM_FOO_H_310,Comprehension: Food Hard #9,2024-05-24T22:10:40,2024-05-25T01:09:09.170000,10709.17,2024-05-24T20:45:30,2024-05-25T01:09:09.170000,comprehension,food,cake,food/cake.png,hard,yes_no_question,2024-05-25T01:07:26,2024-05-25T01:09:09.170000,103.17,cake,cake,1,1,1,spelling,7,1,41.49,1,SESS_USER_018_001,USER_018,5,mobile,2024-05-25T01:09:10.236366
Q_00709,EX_WRI_ANI_E_314,Writing: Animals Easy #11,2024-11-12T13:19:06,2024-11-12T16:16:13.290000,10627.29,2024-11-12T14:09:00,2024-11-12T16:16:13.290000,writing,animals,bear,animals/bear.png,easy,word_completion,2024-11-12T16:16:11,2024-11-12T16:16:13.290000,2.29,bear,bear,1,1,0,,0,0,,0,SESS_USER_042_002,USER_042,5,mobile,2024-11-12T16:16:14.100370
Q_00710,EX_COM_BOD_H_155,Comprehension: Body Parts Hard #7,2024-04-11T11:21:34,2024-04-11T14:19:34.510000,10680.51,2024-04-11T15:31:30,2024-04-11T14:19:34.510000,comprehension,body_parts,back,body_parts/back.png,hard,category_sorting,2024-04-11T14:18:53,2024-04-11T14:19:34.510000,41.51,ear,back,0,0,0,,0,0,,0,SESS_USER_046_001,USER_046,5,web,2024-04-11T14:19:35.844501
Q_00711,EX_WRI_CLO_E_347,Writing: Clothing Easy #11,2024-11-02T22:28:03,2024-11-03T01:25:46.080000,10663.08,2024-11-02T22:21:00,2024-11-03T01:25:46.080000,writing,clothing,skirt,clothing/skirt.png,easy,fill_in_blank,2024-11-03T01:25:37,2024-11-03T01:25:46.080000,9.08,tie,skirt,0,0,0,,0,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-03T01:25:46.478698
Q_00712,EX_COM_FOO_H_280,Comprehension: Food Hard #6,2024-01-10T16:20:36,2024-01-10T19:18:40.990000,10684.99,2024-01-10T18:08:30,2024-01-10T19:18:40.990000,comprehension,food,milk,food/milk.png,hard,category_sorting,2024-01-10T19:18:24,2024-01-10T19:18:40.990000,16.99,milk,milk,1,1,1,sentence_completion,1,1,30.59,1,SESS_USER_006_001,USER_006,2,mobile,2024-01-10T19:18:41.947187
Q_00713,EX_WRI_ANI_E_180,Writing: Animals Easy #4,2024-02-25T20:20:09,2024-02-25T23:18:15.770000,10686.77,2024-02-26T00:10:00,2024-02-25T23:18:15.770000,writing,animals,tiger,animals/tiger.png,easy,spelling_choice,2024-02-25T23:18:10,2024-02-25T23:18:15.770000,5.77,tiger,tiger,1,1,0,,0,0,,0,SESS_USER_024_001,USER_024,2,web,2024-02-25T23:18:16.374687
Q_00714,EX_COM_BOD_H_348,Comprehension: Body Parts Hard #7,2024-01-10T18:09:38,2024-01-10T21:08:12.060000,10714.06,2024-01-10T18:08:30,2024-01-10T21:08:12.060000,comprehension,body_parts,stomach,body_parts/stomach.png,hard,word_to_pic,2024-01-10T21:07:53,2024-01-10T21:08:12.060000,19.06,knee,stomach,0,0,0,,0,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-01-10T21:08:12.385317
Q_00715,EX_WRI_CLO_E_347,Writing: Clothing Easy #11,2024-11-02T22:28:03,2024-11-03T01:26:45.820000,10722.82,2024-11-02T22:21:00,2024-11-03T01:26:45.820000,writing,clothing,belt,clothing/belt.png,easy,spelling_choice,2024-11-03T01:26:38,2024-11-03T01:26:45.820000,7.82,jacket,belt,0,0,0,,0,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-03T01:26:47.526352
Q_00716,EX_COM_FOO_H_349,Comprehension: Food Hard #7,2024-09-17T21:02:38,2024-09-18T00:01:54.080000,10756.08,2024-09-17T20:29:30,2024-09-18T00:01:54.080000,comprehension,food,banana,food/banana.png,hard,word_to_pic,2024-09-18T00:01:25,2024-09-18T00:01:54.080000,29.08,banana,banana,1,1,0,,0,0,,0,SESS_USER_009_001,USER_009,1,mobile,2024-09-18T00:01:55.667944
Q_00717,EX_WRI_ANI_E_089,Writing: Animals Easy #5,2024-06-15T11:43:09,2024-06-15T14:42:18.570000,10749.57,2024-06-15T14:52:00,2024-06-15T14:42:18.570000,writing,animals,dog,animals/dog.png,easy,word_completion,2024-06-15T14:42:10,2024-06-15T14:42:18.570000,8.57,lion,dog,0,0,0,,0,0,,0,SESS_USER_026_002,USER_026,5,web,2024-06-15T14:42:20.314386
Q_00718,EX_COM_BOD_H_077,Comprehension: Body Parts Hard #6,2024-02-28T21:34:38,2024-02-29T00:34:09.420000,10771.42,2024-02-29T02:50:30,2024-02-29T00:34:09.420000,comprehension,body_parts,nose,body_parts/nose.png,hard,yes_no_question,2024-02-29T00:33:53,2024-02-29T00:34:09.420000,16.42,ear,nose,0,0,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-02-29T00:34:10.114842
Q_00719,EX_WRI_CLO_E_198,Writing: Clothing Easy #8,2024-04-12T21:46:00,2024-04-13T00:45:37.430000,10777.43,2024-04-13T01:18:00,2024-04-13T00:45:37.430000,writing,clothing,sweater,clothing/sweater.png,easy,word_completion,2024-04-13T00:45:31,2024-04-13T00:45:37.430000,6.43,sweater,sweater,1,1,0,,0,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-04-13T00:45:38.627266
Q_00720,EX_COM_FOO_H_350,Comprehension: Food Hard #7,2024-12-04T03:21:35,2024-12-04T06:21:54.790000,10819.79,2024-12-04T03:21:30,2024-12-04T06:21:54.790000,comprehension,food,cheese,food/cheese.png,hard,yes_no_question,2024-12-04T06:21:20,2024-12-04T06:21:54.790000,34.79,cheese,cheese,1,0,1,modeling,7,1,42.98,3,SESS_USER_048_002,USER_048,4,web,2024-12-04T06:21:55.968397
Q_00721,EX_WRI_ANI_E_351,Writing: Animals Easy #8,2024-09-17T21:05:05,2024-09-18T00:05:17.620000,10812.62,2024-09-17T21:05:00,2024-09-18T00:05:17.620000,writing,animals,monkey,animals/monkey.png,easy,word_completion,2024-09-18T00:05:08,2024-09-18T00:05:17.620000,9.62,monkey,monkey,1,1,0,,0,0,,0,SESS_USER_009_001,USER_009,1,mobile,2024-09-18T00:05:17.841048
Q_00722,EX_COM_BOD_H_261,Comprehension: Body Parts Hard #13,2024-04-17T23:14:33,2024-04-18T02:14:54.380000,10821.38,2024-04-18T01:34:30,2024-04-18T02:14:54.380000,comprehension,body_parts,hair,body_parts/hair.png,hard,yes_no_question,2024-04-18T02:14:49,2024-04-18T02:14:54.380000,5.38,hair,hair,1,1,0,,0,0,,0,SESS_USER_031_004,USER_031,3,mobile,2024-04-18T02:14:54.678195
Q_00723,EX_WRI_CLO_E_251,Writing: Clothing Easy #6,2024-07-02T15:08:02,2024-07-02T18:08:44.570000,10842.57,2024-07-02T17:44:00,2024-07-02T18:08:44.570000,writing,clothing,blouse,clothing/blouse.png,easy,word_completion,2024-07-02T18:08:37,2024-07-02T18:08:44.570000,7.57,blouse,blouse,1,1,1,spelling,3,1,16.32,2,SESS_USER_003_001,USER_003,3,mobile,2024-07-02T18:08:45.666352
Q_00724,EX_COM_FOO_H_076,Comprehension: Food Hard #4,2024-02-25T18:55:37,2024-02-25T21:56:46.430000,10869.43,2024-02-26T00:15:30,2024-02-25T21:56:46.430000,comprehension,food,meat,food/meat.png,hard,category_sorting,2024-02-25T21:56:23,2024-02-25T21:56:46.430000,23.43,meat,meat,1,1,0,,0,0,,0,SESS_USER_024_001,USER_024,2,web,2024-02-25T21:56:48.410231
Q_00725,EX_WRI_ANI_E_249,Writing: Animals Easy #5,2024-12-06T18:07:01,2024-12-06T21:08:10.860000,10869.86,2024-12-06T20:45:00,2024-12-06T21:08:10.860000,writing,animals,bird,animals/bird.png,easy,word_completion,2024-12-06T21:08:02,2024-12-06T21:08:10.860000,8.86,tiger,bird,0,0,0,,0,0,,0,SESS_USER_027_001,USER_027,3,mobile,2024-12-06T21:08:12.613853
Q_00726,EX_COM_BOD_H_352,Comprehension: Body Parts Hard #8,2024-04-11T15:39:32,2024-04-11T18:41:05.430000,10893.43,2024-04-11T15:31:30,2024-04-11T18:41:05.430000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,category_sorting,2024-04-11T18:40:52,2024-04-11T18:41:05.430000,13.43,ear,tooth,0,0,0,,0,0,,0,SESS_USER_046_001,USER_046,5,web,2024-04-11T18:41:06.402017
Q_00727,EX_WRI_CLO_E_091,Writing: Clothing Easy #5,2024-04-07T13:06:02,2024-04-07T16:07:43.090000,10901.09,2024-04-07T17:49:00,2024-04-07T16:07:43.090000,writing,clothing,skirt,clothing/skirt.png,easy,fill_in_blank,2024-04-07T16:07:35,2024-04-07T16:07:43.090000,8.09,blouse,skirt,0,0,0,,0,0,,0,SESS_USER_010_001,USER_010,5,mobile,2024-04-07T16:07:44.064389
Q_00728,EX_COM_FOO_H_280,Comprehension: Food Hard #7,2024-01-10T16:20:36,2024-01-10T19:22:41.480000,10925.48,2024-01-10T18:08:30,2024-01-10T19:22:41.480000,comprehension,food,soup,food/soup.png,hard,category_sorting,2024-01-10T19:22:23,2024-01-10T19:22:41.480000,18.48,meat,soup,0,0,0,,0,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-01-10T19:22:42.323072
Q_00729,EX_WRI_ANI_E_184,Writing: Animals Easy #6,2024-07-26T23:38:08,2024-07-27T02:40:18.790000,10930.79,2024-07-27T02:33:00,2024-07-27T02:40:18.790000,writing,animals,duck,animals/duck.png,easy,word_completion,2024-07-27T02:40:13,2024-07-27T02:40:18.790000,5.79,duck,duck,1,1,0,,0,0,,0,SESS_USER_012_002,USER_012,1,web,2024-07-27T02:40:19.970369
Q_00730,EX_COM_BOD_H_221,Comprehension: Body Parts Hard #6,2024-07-02T14:35:40,2024-07-02T17:38:09.400000,10949.4,2024-07-02T17:47:30,2024-07-02T17:38:09.400000,comprehension,body_parts,eye,body_parts/eye.png,hard,category_sorting,2024-07-02T17:38:00,2024-07-02T17:38:09.400000,9.4,nose,eye,0,0,0,,0,0,,0,SESS_USER_003_001,USER_003,3,web,2024-07-02T17:38:11.240963
Q_00731,EX_WRI_CLO_E_353,Writing: Clothing Easy #11,2024-08-13T22:18:05,2024-08-14T01:20:47,10962.0,2024-08-13T22:18:00,2024-08-14T01:20:47,writing,clothing,dress,clothing/dress.png,easy,pic_to_word,2024-08-14T01:20:38,2024-08-14T01:20:47,9.0,dress,dress,1,1,0,,0,0,,0,SESS_USER_049_002,USER_049,1,web,2024-08-14T01:20:47.956778
Q_00732,EX_COM_FOO_H_354,Comprehension: Food Hard #10,2024-01-14T15:45:40,2024-01-14T18:48:40.010000,10980.01,2024-01-14T15:45:30,2024-01-14T18:48:40.010000,comprehension,food,soup,food/soup.png,hard,yes_no_question,2024-01-14T18:48:25,2024-01-14T18:48:40.010000,15.01,soup,soup,1,1,1,rhyming,4,1,7.08,3,SESS_USER_033_003,USER_033,2,web,2024-01-14T18:48:41.457289
Q_00733,EX_WRI_ANI_E_175,Writing: Animals Easy #6,2024-11-25T16:08:03,2024-11-25T19:11:39.220000,11016.22,2024-11-25T18:12:00,2024-11-25T19:11:39.220000,writing,animals,frog,animals/frog.png,easy,word_completion,2024-11-25T19:11:06,2024-11-25T19:11:39.220000,33.22,frog,frog,1,1,1,rhyming,6,2,57.25,2,SESS_USER_043_002,USER_043,3,web,2024-11-25T19:11:40.878811
Q_00734,EX_COM_BOD_H_346,Comprehension: Body Parts Hard #7,2024-04-01T04:18:39,2024-04-01T07:22:08.720000,11009.72,2024-04-01T03:29:30,2024-04-01T07:22:08.720000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,word_to_pic,2024-04-01T07:21:59,2024-04-01T07:22:08.720000,9.72,tooth,tooth,1,1,1,phonemic,4,2,14.26,1,SESS_USER_011_001,USER_011,4,web,2024-04-01T07:22:09.339179
Q_00735,EX_WRI_CLO_E_315,Writing: Clothing Easy #6,2024-07-27T02:33:05,2024-07-27T05:36:54.830000,11029.83,2024-07-27T02:33:00,2024-07-27T05:36:54.830000,writing,clothing,pants,clothing/pants.png,easy,fill_in_blank,2024-07-27T05:36:40,2024-07-27T05:36:54.830000,14.83,pants,pants,1,1,0,,0,0,,0,SESS_USER_012_002,USER_012,1,web,2024-07-27T05:36:56.471872
Q_00736,EX_COM_FOO_H_355,Comprehension: Food Hard #9,2024-04-11T15:44:31,2024-04-11T18:49:05.800000,11074.8,2024-04-11T15:31:30,2024-04-11T18:49:05.800000,comprehension,food,tomato,food/tomato.png,hard,category_sorting,2024-04-11T18:48:18,2024-04-11T18:49:05.800000,47.8,fish,tomato,0,0,1,functional,7,1,25.76,2,SESS_USER_046_001,USER_046,5,web,2024-04-11T18:49:07.626637
Q_00737,EX_WRI_ANI_E_356,Writing: Animals Easy #6,2024-01-08T20:00:03,2024-01-08T23:04:17.330000,11054.33,2024-01-08T20:00:00,2024-01-08T23:04:17.330000,writing,animals,bird,animals/bird.png,easy,fill_in_blank,2024-01-08T23:04:08,2024-01-08T23:04:17.330000,9.33,bird,bird,1,1,0,,0,0,,0,SESS_USER_027_002,USER_027,3,mobile,2024-01-08T23:04:17.748977
Q_00738,EX_COM_BOD_H_357,Comprehension: Body Parts Hard #7,2024-01-08T20:00:35,2024-01-08T23:05:20.050000,11085.05,2024-01-08T20:00:30,2024-01-08T23:05:20.050000,comprehension,body_parts,toe,body_parts/toe.png,hard,sentence_matching,2024-01-08T23:04:53,2024-01-08T23:05:20.050000,27.05,leg,toe,0,0,0,,0,0,,0,SESS_USER_027_002,USER_027,3,mobile,2024-01-08T23:05:21.933954
Q_00739,EX_WRI_CLO_E_358,Writing: Clothing Easy #6,2024-12-12T16:33:02,2024-12-12T19:37:54.730000,11092.73,2024-12-12T16:16:00,2024-12-12T19:37:54.730000,writing,clothing,shirt,clothing/shirt.png,easy,word_completion,2024-12-12T19:37:33,2024-12-12T19:37:54.730000,21.73,shirt,shirt,1,1,0,,0,0,,0,SESS_USER_007_002,USER_007,1,web,2024-12-12T19:37:55.701674
