question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_ANI_E_002,EX_W_ANI_E_002,Menulis - Haiwan Mudah,2024-01-13T11:24:04,2024-01-13T14:48:39.390000,12275.39,2024-01-13T16:42:00,2024-01-13T14:48:39.390000,writing,animals,anjing,images/anjing.png,easy,pic_to_word,2024-01-13T14:48:37,2024-01-13T14:48:39.390000,2.39,anjing,anjing,1,1,0,,0,0,,0,SESS_USER_027_001,USER_027,3,mobile,2024-01-13T14:48:41.009535
Q_C_KK_E_001,EX_C_KK_E_001,Kefahaman - Kata Kerja Mudah,2024-02-20T08:29:35,2024-02-20T11:54:27.810000,12292.81,2024-07-06T17:28:30,2024-02-20T11:54:27.810000,comprehension,verbs,images/makan.png,Perbuatan memasukkan makanan ke dalam mulut.,easy,word_to_pic,2024-02-20T11:54:23,2024-02-20T11:54:27.810000,4.81,images/makan.png,images/makan.png,1,1,0,,0,0,,0,SESS_USER_040_003,USER_040,3,web,2024-02-20T11:54:28.155283
Q_FOOD_E_002,EX_W_FOOD_E_002,Menulis - Makanan Mudah,2024-10-21T15:17:10,2024-10-21T18:42:20.530000,12310.53,2024-03-15T17:24:00,2024-10-21T18:42:20.530000,writing,food,roti,images/roti.png,easy,pic_to_word,2024-10-21T18:42:13,2024-10-21T18:42:20.530000,7.53,buah,roti,0,0,0,,0,0,,0,SESS_USER_039_002,USER_039,1,web,2024-10-21T18:42:21.206939
Q_C_KK_E_001,EX_C_KK_E_001,Kefahaman - Kata Kerja Mudah,2024-02-20T08:29:35,2024-02-20T11:55:33.080000,12358.08,2024-11-11T03:39:30,2024-02-20T11:55:33.080000,comprehension,verbs,images/makan.png,Perbuatan memasukkan makanan ke dalam mulut.,easy,word_to_pic,2024-02-20T11:54:50,2024-02-20T11:55:33.080000,43.08,images/makan.png,images/makan.png,1,1,1,rhyming,7,4,52.27,5,SESS_USER_002_001,USER_002,1,web,2024-02-20T11:55:34.712950
Q_BADAN_M_005,EX_W_BADAN_M_005,Menulis - Anggota Badan Sederhana,2024-05-13T14:43:03,2024-05-13T18:09:09.850000,12366.85,2024-05-30T21:01:00,2024-05-13T18:09:09.850000,writing,body_parts,jari,images/jari.png,medium,pic_to_word,2024-05-13T18:08:37,2024-05-13T18:09:09.850000,32.85,jari,jari,1,1,1,written_initial,3,11,48.17,1,SESS_USER_008_001,USER_008,5,mobile,2024-05-13T18:09:10.458233
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-02T23:35:29.370000,12359.37,2024-12-11T18:15:30,2024-03-02T23:35:29.370000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-02T23:35:15,2024-03-02T23:35:29.370000,14.37,images/bahu.png,images/bahu.png,1,1,0,,0,0,,0,SESS_USER_045_002,USER_045,4,mobile,2024-03-02T23:35:31.230601
Q_ANI_M_004,EX_W_ANI_M_004,Menulis - Haiwan Sederhana,2024-04-30T15:55:08,2024-04-30T19:21:26.840000,12378.84,2024-03-31T23:34:00,2024-04-30T19:21:26.840000,writing,animals,monyet,images/monyet.png,medium,pic_to_word,2024-04-30T19:21:12,2024-04-30T19:21:26.840000,14.84,ayam,monyet,0,0,0,,0,0,,0,SESS_USER_030_003,USER_030,4,mobile,2024-04-30T19:21:28.098346
Q_C_BODY_E_002,EX_C_BODY_E_002,Kefahaman - Badan Mudah,2024-09-17T15:27:38,2024-09-17T18:54:27.050000,12409.05,2024-11-28T19:09:30,2024-09-17T18:54:27.050000,comprehension,body_parts,images/kaki.png,Anggota badan yang digunakan untuk berjalan atau berlari.,easy,word_to_pic,2024-09-17T18:53:58,2024-09-17T18:54:27.050000,29.05,images/kaki.png,images/kaki.png,1,1,1,rhyming,3,7,13.64,2,SESS_USER_003_003,USER_003,3,mobile,2024-09-17T18:54:27.988884
Q_FOOD_M_001,EX_W_FOOD_M_001,Menulis - Makanan Sederhana,2024-05-30T14:49:01,2024-05-30T18:15:48.590000,12407.59,2024-03-01T17:22:00,2024-05-30T18:15:48.590000,writing,food,telur,images/telur.png,medium,pic_to_word,2024-05-30T18:15:34,2024-05-30T18:15:48.590000,14.59,telur,telur,1,1,1,modeling,2,3,11.76,1,SESS_USER_047_004,USER_047,1,web,2024-05-30T18:15:50.532310
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-23T00:45:23.540000,12412.54,2024-10-20T19:23:30,2024-03-23T00:45:23.540000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-23T00:45:20,2024-03-23T00:45:23.540000,3.54,images/duduk.png,images/duduk.png,1,1,0,,0,0,,0,SESS_USER_001_001,USER_001,1,web,2024-03-23T00:45:23.965397
Q_BADAN_H_002,EX_W_BADAN_H_002,Menulis - Anggota Badan Sukar,2024-06-30T20:46:06,2024-07-01T00:13:50.090000,12464.09,2024-06-04T00:38:00,2024-07-01T00:13:50.090000,writing,body_parts,sendi,images/sendi.png,hard,pic_to_word,2024-07-01T00:13:07,2024-07-01T00:13:50.090000,43.09,siku,sendi,0,0,1,rhyming,7,4,46.44,4,SESS_USER_046_001,USER_046,5,web,2024-07-01T00:13:51.713360
Q_C_KK_E_001,EX_C_KK_E_001,Kefahaman - Kata Kerja Mudah,2024-02-20T08:29:35,2024-02-20T11:56:58.730000,12443.73,2024-01-22T17:08:30,2024-02-20T11:56:58.730000,comprehension,verbs,images/makan.png,Perbuatan memasukkan makanan ke dalam mulut.,easy,word_to_pic,2024-02-20T11:56:51,2024-02-20T11:56:58.730000,7.73,images/makan.png,images/makan.png,1,1,0,,0,0,,0,SESS_USER_034_001,USER_034,2,web,2024-02-20T11:57:00.293289
Q_FOOD_H_003,EX_W_FOOD_H_003,Menulis - Makanan Sukar,2024-03-22T20:56:01,2024-03-23T00:23:50.220000,12469.22,2024-01-22T18:08:00,2024-03-23T00:23:50.220000,writing,food,roti canai,images/roti_canai.png,hard,pic_to_word,2024-03-23T00:23:31,2024-03-23T00:23:50.220000,19.22,roti canai,roti canai,1,1,1,modeling,2,6,28.87,2,SESS_USER_034_001,USER_034,2,web,2024-03-23T00:23:51.574335
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-13T02:50:41.140000,12484.14,2024-02-21T16:29:30,2024-08-13T02:50:41.140000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-13T02:50:27,2024-08-13T02:50:41.140000,14.14,images/air.png,images/air.png,1,1,0,,0,0,,0,SESS_USER_037_001,USER_037,1,web,2024-08-13T02:50:42.904045
Q_ANI_E_004,EX_W_ANI_E_004,Menulis - Haiwan Mudah,2024-06-03T10:28:07,2024-06-03T13:56:14,12487.0,2024-01-11T19:55:00,2024-06-03T13:56:14,writing,animals,ayam,images/ayam.png,easy,pic_to_word,2024-06-03T13:56:12,2024-06-03T13:56:14,2.0,penyu,ayam,0,0,0,,0,0,,0,SESS_USER_026_001,USER_026,5,web,2024-06-03T13:56:15.511125
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-13T02:59:03.210000,12510.21,2024-03-23T03:40:30,2024-08-13T02:59:03.210000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-13T02:58:51,2024-08-13T02:59:03.210000,12.21,images/anjing.png,images/anjing.png,1,1,0,,0,0,,0,SESS_USER_018_001,USER_018,5,mobile,2024-08-13T02:59:04.157759
Q_KK_M_002,EX_W_KK_M_002,Menulis - Kata Kerja Sederhana,2024-05-04T20:34:06,2024-05-05T00:03:31.870000,12565.87,2024-02-05T17:56:00,2024-05-05T00:03:31.870000,writing,verbs,menulis,images/menulis.png,medium,pic_to_word,2024-05-05T00:02:38,2024-05-05T00:03:31.870000,53.87,menulis,menulis,1,1,0,,0,0,,0,SESS_USER_035_002,USER_035,3,mobile,2024-05-05T00:03:33.656582
Q_C_KK_E_005,EX_C_KK_E_005,Kefahaman - Kata Kerja Mudah,2024-09-17T15:07:38,2024-09-17T18:36:30.020000,12532.02,2024-01-11T20:07:30,2024-09-17T18:36:30.020000,comprehension,verbs,images/berdiri.png,Perbuatan tegak di atas kaki.,easy,word_to_pic,2024-09-17T18:36:27,2024-09-17T18:36:30.020000,3.02,images/berdiri.png,images/berdiri.png,1,1,0,,0,0,,0,SESS_USER_026_001,USER_026,5,web,2024-09-17T18:36:30.755537
Q_KK_M_003,EX_W_KK_M_003,Menulis - Kata Kerja Sederhana,2024-09-16T18:28:03,2024-09-16T21:57:23.040000,12560.04,2024-10-03T13:55:00,2024-09-16T21:57:23.040000,writing,verbs,membaca,images/membaca.png,medium,pic_to_word,2024-09-16T21:57:08,2024-09-16T21:57:23.040000,15.04,makan,membaca,0,0,1,rhyming,1,5,33.14,1,SESS_USER_048_001,USER_048,4,web,2024-09-16T21:57:23.444052
Q_C_ANI_E_003,EX_C_ANI_E_003,Kefahaman - Haiwan Mudah,2024-06-03T09:15:38,2024-06-03T12:45:01.290000,12563.29,2024-05-15T19:43:30,2024-06-03T12:45:01.290000,comprehension,animals,images/ikan.png,Haiwan ini hidup di dalam air.,easy,word_to_pic,2024-06-03T12:44:57,2024-06-03T12:45:01.290000,4.29,images/ikan.png,images/ikan.png,1,1,0,,0,0,,0,SESS_USER_016_001,USER_016,2,web,2024-06-03T12:45:01.599840
Q_KK_H_004,EX_W_KK_H_004,Menulis - Kata Kerja Sukar,2024-11-12T10:11:09,2024-11-12T13:41:09.690000,12600.69,2024-01-27T23:48:00,2024-11-12T13:41:09.690000,writing,verbs,bekerja,images/bekerja.png,hard,pic_to_word,2024-11-12T13:40:41,2024-11-12T13:41:09.690000,28.69,bekerja,bekerja,1,1,1,modeling,6,5,56.77,4,SESS_USER_024_002,USER_024,2,web,2024-11-12T13:41:10.877627
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-13T02:52:39.120000,12602.12,2024-08-20T20:11:30,2024-08-13T02:52:39.120000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-13T02:52:26,2024-08-13T02:52:39.120000,13.12,images/susu.png,images/air.png,0,0,0,,0,0,,0,SESS_USER_022_001,USER_022,5,mobile,2024-08-13T02:52:40.577830
Q_KK_E_001,EX_W_KK_E_001,Menulis - Kata Kerja Mudah,2024-05-26T15:44:05,2024-05-26T19:14:19.380000,12614.38,2024-02-05T02:19:00,2024-05-26T19:14:19.380000,writing,verbs,makan,images/makan.png,easy,pic_to_word,2024-05-26T19:14:09,2024-05-26T19:14:19.380000,10.38,makan,makan,1,1,1,phonemic,5,2,41.98,4,SESS_USER_015_001,USER_015,2,mobile,2024-05-26T19:14:20.881273
Q_C_BODY_M_004,EX_C_BODY_M_004,Kefahaman - Badan Sederhana,2024-09-16T17:13:32,2024-09-16T20:44:09.510000,12637.51,2024-01-22T18:13:30,2024-09-16T20:44:09.510000,comprehension,body_parts,images/perut.png,Bahagian badan di bawah dada.,medium,word_to_pic,2024-09-16T20:43:47,2024-09-16T20:44:09.510000,22.51,images/perut.png,images/perut.png,1,1,0,,0,0,,0,SESS_USER_034_001,USER_034,2,web,2024-09-16T20:44:09.888451
Q_ANI_E_005,EX_W_ANI_E_005,Menulis - Haiwan Mudah,2024-09-16T12:58:06,2024-09-16T16:28:53.130000,12647.13,2024-01-13T16:42:00,2024-09-16T16:28:53.130000,writing,animals,burung,images/burung.png,easy,pic_to_word,2024-09-16T16:28:39,2024-09-16T16:28:53.130000,14.13,images/ikan.png,burung,0,0,1,spelling,2,5,29.54,2,SESS_USER_027_001,USER_027,3,mobile,2024-09-16T16:28:54.347655
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-13T14:57:40.420000,12663.42,2024-02-27T23:44:30,2024-01-13T14:57:40.420000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-13T14:57:27,2024-01-13T14:57:40.420000,13.42,images/tangan.png,images/mata.png,0,0,0,,0,0,,0,SESS_USER_017_003,USER_017,5,web,2024-01-13T14:57:42.288968
Q_KK_M_005,EX_W_KK_M_005,Menulis - Kata Kerja Sederhana,2024-04-22T15:36:04,2024-04-22T19:07:32.480000,12688.48,2024-01-13T16:42:00,2024-04-22T19:07:32.480000,writing,verbs,cuci,images/mencuci.png,medium,pic_to_word,2024-04-22T19:07:09,2024-04-22T19:07:32.480000,23.48,cuci,cuci,1,1,1,phonemic,4,2,12.12,1,SESS_USER_027_001,USER_027,3,mobile,2024-04-22T19:07:32.984021
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-02T23:40:59.490000,12689.49,2024-10-03T15:24:30,2024-03-02T23:40:59.490000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-02T23:40:45,2024-03-02T23:40:59.490000,14.49,dada,images/bahu.png,0,0,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-03-02T23:41:00.733040
Q_ANI_E_002,EX_W_ANI_E_002,Menulis - Haiwan Mudah,2024-01-13T11:24:04,2024-01-13T14:56:09.860000,12725.86,2024-01-27T23:48:00,2024-01-13T14:56:09.860000,writing,animals,anjing,images/anjing.png,easy,pic_to_word,2024-01-13T14:55:36,2024-01-13T14:56:09.860000,33.86,anjing,anjing,1,1,1,written_initial,3,2,59.51,2,SESS_USER_024_002,USER_024,2,web,2024-01-13T14:56:10.883259
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-23T00:50:39.980000,12728.98,2024-05-14T18:42:30,2024-03-23T00:50:39.980000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-23T00:50:18,2024-03-23T00:50:39.980000,21.98,menulis,images/duduk.png,0,0,0,,0,0,,0,SESS_USER_010_003,USER_010,5,mobile,2024-03-23T00:50:41.769209
Q_KK_H_003,EX_W_KK_H_003,Menulis - Kata Kerja Sukar,2024-07-25T14:31:02,2024-07-25T18:03:48.770000,12766.77,2024-10-03T15:26:00,2024-07-25T18:03:48.770000,writing,verbs,bermain,images/bermain.png,hard,pic_to_word,2024-07-25T18:03:06,2024-07-25T18:03:48.770000,42.77,bermain,bermain,1,1,1,modeling,1,5,27.97,1,SESS_USER_048_001,USER_048,4,web,2024-07-25T18:03:49.729511
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-13T02:55:13.430000,12756.43,2024-03-29T04:04:30,2024-08-13T02:55:13.430000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-13T02:54:53,2024-08-13T02:55:13.430000,20.43,images/air.png,images/air.png,1,1,0,,0,0,,0,SESS_USER_025_002,USER_025,4,web,2024-08-13T02:55:14.489051
Q_FOOD_E_001,EX_W_FOOD_E_001,Menulis - Makanan Mudah,2024-07-25T13:18:10,2024-07-25T16:52:35.510000,12865.51,2024-09-21T22:12:00,2024-07-25T16:52:35.510000,writing,food,nasi,images/nasi.png,easy,pic_to_word,2024-07-25T16:50:43,2024-07-25T16:52:35.510000,112.51,nasi,nasi,1,1,1,functional,7,1,39.36,5,SESS_USER_029_001,USER_029,2,web,2024-07-25T16:52:36.345747
Q_C_KK_E_005,EX_C_KK_E_005,Kefahaman - Kata Kerja Mudah,2024-09-17T15:07:38,2024-09-17T18:40:30.140000,12772.14,2024-12-10T05:33:30,2024-09-17T18:40:30.140000,comprehension,verbs,images/berdiri.png,Perbuatan tegak di atas kaki.,easy,word_to_pic,2024-09-17T18:40:24,2024-09-17T18:40:30.140000,6.14,images/berdiri.png,images/berdiri.png,1,1,0,,0,0,,0,SESS_USER_035_003,USER_035,3,mobile,2024-09-17T18:40:31.583696
Q_KK_M_002,EX_W_KK_M_002,Menulis - Kata Kerja Sederhana,2024-05-04T20:34:06,2024-05-05T00:07:17.930000,12791.93,2024-07-14T02:26:00,2024-05-05T00:07:17.930000,writing,verbs,menulis,images/menulis.png,medium,pic_to_word,2024-05-05T00:07:10,2024-05-05T00:07:17.930000,7.93,menulis,menulis,1,1,0,,0,0,,0,SESS_USER_050_002,USER_050,5,mobile,2024-05-05T00:07:18.191789
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-26T19:48:50.900000,12797.9,2024-02-21T16:29:30,2024-05-26T19:48:50.900000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-26T19:48:48,2024-05-26T19:48:50.900000,2.9,images/susu.png,images/susu.png,1,1,0,,0,0,,0,SESS_USER_037_001,USER_037,1,mobile,2024-05-26T19:48:51.228538
Q_FOOD_E_003,EX_W_FOOD_E_003,Menulis - Makanan Mudah,2024-05-30T14:11:07,2024-05-30T17:45:04.570000,12837.57,2024-11-11T05:19:00,2024-05-30T17:45:04.570000,writing,food,susu,images/susu.png,easy,pic_to_word,2024-05-30T17:44:40,2024-05-30T17:45:04.570000,24.57,images/roti.png,susu,0,0,1,modeling,5,5,29.43,5,SESS_USER_002_001,USER_002,1,mobile,2024-05-30T17:45:05.788897
Q_C_ANI_E_004,EX_C_ANI_E_004,Kefahaman - Haiwan Mudah,2024-05-26T15:11:40,2024-05-26T18:46:00.400000,12860.4,2024-08-20T20:11:30,2024-05-26T18:46:00.400000,comprehension,animals,images/ayam.png,Haiwan ini berkokok dan bertelur.,easy,word_to_pic,2024-05-26T18:45:27,2024-05-26T18:46:00.400000,33.4,ikan,images/ayam.png,0,0,0,,0,0,,0,SESS_USER_022_001,USER_022,5,mobile,2024-05-26T18:46:01.225821
Q_BADAN_E_005,EX_W_BADAN_E_005,Menulis - Anggota Badan Mudah,2024-04-30T14:14:09,2024-04-30T17:48:19.520000,12850.52,2024-07-01T17:16:00,2024-04-30T17:48:19.520000,writing,body_parts,telinga,images/telinga.png,easy,pic_to_word,2024-04-30T17:48:14,2024-04-30T17:48:19.520000,5.52,telinga,telinga,1,1,1,modeling,1,3,13.48,1,SESS_USER_007_003,USER_007,1,web,2024-04-30T17:48:19.941463
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-05T01:40:00.920000,12865.92,2024-03-03T02:42:30,2024-02-05T01:40:00.920000,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-05T01:39:50,2024-02-05T01:40:00.920000,10.92,images/hidung.png,images/hidung.png,1,1,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-02-05T01:40:01.628079
Q_ANI_E_003,EX_W_ANI_E_003,Menulis - Haiwan Mudah,2024-02-24T15:54:07,2024-02-24T19:28:53.710000,12886.71,2024-03-03T02:43:00,2024-02-24T19:28:53.710000,writing,animals,ikan,images/ikan.png,easy,pic_to_word,2024-02-24T19:28:37,2024-02-24T19:28:53.710000,16.71,images/burung.png,ikan,0,0,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-02-24T19:28:54.194863
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-26T19:50:21.530000,12888.53,2024-09-16T23:10:30,2024-05-26T19:50:21.530000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-26T19:50:18,2024-05-26T19:50:21.530000,3.53,images/susu.png,images/susu.png,1,1,0,,0,0,,0,SESS_USER_033_001,USER_033,2,web,2024-05-26T19:50:22.234839
Q_BADAN_M_005,EX_W_BADAN_M_005,Menulis - Anggota Badan Sederhana,2024-05-13T14:43:03,2024-05-13T18:18:26.050000,12923.05,2024-07-16T20:37:00,2024-05-13T18:18:26.050000,writing,body_parts,jari,images/jari.png,medium,pic_to_word,2024-05-13T18:18:08,2024-05-13T18:18:26.050000,18.05,jari,jari,1,1,1,functional,3,12,35.47,3,SESS_USER_005_001,USER_005,2,mobile,2024-05-13T18:18:26.342868
Q_C_BODY_M_001,EX_C_BODY_M_001,Kefahaman - Badan Sederhana,2024-01-08T10:05:35,2024-01-08T13:41:04.660000,12929.66,2024-02-20T15:10:30,2024-01-08T13:41:04.660000,comprehension,body_parts,images/telinga.png,Anggota badan untuk mendengar bunyi.,medium,word_to_pic,2024-01-08T13:40:51,2024-01-08T13:41:04.660000,13.66,images/telinga.png,images/telinga.png,1,1,1,functional,7,11,39.97,2,SESS_USER_042_001,USER_042,5,mobile,2024-01-08T13:41:05.469280
Q_ANI_M_002,EX_W_ANI_M_002,Menulis - Haiwan Sederhana,2024-09-17T17:45:04,2024-09-17T21:20:51.610000,12947.61,2024-12-10T05:39:00,2024-09-17T21:20:51.610000,writing,animals,lembu,images/lembu.png,medium,pic_to_word,2024-09-17T21:20:34,2024-09-17T21:20:51.610000,17.61,images/kucing.png,lembu,0,0,0,,0,0,,0,SESS_USER_035_003,USER_035,3,web,2024-09-17T21:20:51.711902
Q_C_BODY_H_001,EX_C_BODY_H_001,Kefahaman - Badan Sukar,2024-10-03T08:51:35,2024-10-03T12:27:39.200000,12964.2,2024-02-20T15:10:30,2024-10-03T12:27:39.200000,comprehension,body_parts,images/jantung.png,Organ dalaman yang mengepam darah ke seluruh badan.,hard,word_to_pic,2024-10-03T12:27:22,2024-10-03T12:27:39.200000,17.2,kepala,images/jantung.png,0,0,1,spelling,3,9,37.88,3,SESS_USER_042_001,USER_042,5,mobile,2024-10-03T12:27:40.900633
Q_FOOD_E_004,EX_W_FOOD_E_004,Menulis - Makanan Mudah,2024-11-24T16:38:10,2024-11-24T20:14:20.560000,12970.56,2024-09-16T23:13:00,2024-11-24T20:14:20.560000,writing,food,air,images/air.png,easy,pic_to_word,2024-11-24T20:14:10,2024-11-24T20:14:20.560000,10.56,air,air,1,1,1,functional,3,6,9.93,3,SESS_USER_033_001,USER_033,2,web,2024-11-24T20:14:22.237946
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-06T14:54:14.780000,12994.78,2024-03-23T03:40:30,2024-06-06T14:54:14.780000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-06T14:54:00,2024-06-06T14:54:14.780000,14.78,images/tidur.png,images/tidur.png,1,1,1,modeling,3,10,53.62,2,SESS_USER_018_001,USER_018,5,mobile,2024-06-06T14:54:15.376585
Q_BADAN_E_003,EX_W_BADAN_E_003,Menulis - Anggota Badan Mudah,2024-05-26T15:05:03,2024-05-26T18:41:45.850000,13002.85,2024-09-21T22:12:00,2024-05-26T18:41:45.850000,writing,body_parts,mata,images/mata.png,easy,pic_to_word,2024-05-26T18:41:34,2024-05-26T18:41:45.850000,11.85,mata,mata,1,1,0,,0,0,,0,SESS_USER_029_001,USER_029,2,mobile,2024-05-26T18:41:46.823619
Q_C_BODY_M_003,EX_C_BODY_M_003,Kefahaman - Badan Sederhana,2024-11-24T18:22:38,2024-11-24T21:59:49.930000,13031.93,2024-11-11T05:25:30,2024-11-24T21:59:49.930000,comprehension,body_parts,images/bahu.png,Bahagian atas badan tempat lengan bersambung.,medium,word_to_pic,2024-11-24T21:59:26,2024-11-24T21:59:49.930000,23.93,images/perut.png,images/bahu.png,0,0,1,sentence_completion,4,6,5.24,1,SESS_USER_002_001,USER_002,1,web,2024-11-24T21:59:51.086002
Q_KK_E_001,EX_W_KK_E_001,Menulis - Kata Kerja Mudah,2024-05-26T15:44:05,2024-05-26T19:21:16.360000,13031.36,2024-03-12T04:54:00,2024-05-26T19:21:16.360000,writing,verbs,makan,images/makan.png,easy,pic_to_word,2024-05-26T19:21:07,2024-05-26T19:21:16.360000,9.36,bekerja,makan,0,0,1,phonemic,1,3,34.63,1,SESS_USER_049_002,USER_049,1,web,2024-05-26T19:21:18.306874
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-26T19:52:50.990000,13037.99,2024-11-24T22:29:30,2024-05-26T19:52:50.990000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-26T19:52:48,2024-05-26T19:52:50.990000,2.99,mee goreng,images/susu.png,0,0,0,,0,0,,0,SESS_USER_023_001,USER_023,4,web,2024-05-26T19:52:51.327051
Q_BADAN_H_001,EX_W_BADAN_H_001,Menulis - Anggota Badan Sukar,2024-06-30T21:19:01,2024-07-01T00:56:43.910000,13062.91,2024-10-20T19:45:00,2024-07-01T00:56:43.910000,writing,body_parts,pergelangan,images/pergelangan.png,hard,pic_to_word,2024-07-01T00:56:36,2024-07-01T00:56:43.910000,7.91,pergelangan,pergelangan,1,1,1,phonemic,3,6,15.53,3,SESS_USER_001_001,USER_001,1,web,2024-07-01T00:56:44.586039
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-23T00:56:25.620000,13074.62,2024-02-05T05:17:30,2024-03-23T00:56:25.620000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-23T00:56:19,2024-03-23T00:56:25.620000,6.62,images/duduk.png,images/duduk.png,1,1,0,,0,0,,0,SESS_USER_015_001,USER_015,2,mobile,2024-03-23T00:56:27.438564
Q_BADAN_E_003,EX_W_BADAN_E_003,Menulis - Anggota Badan Mudah,2024-05-26T15:05:03,2024-05-26T18:43:14.310000,13091.31,2024-11-22T21:23:00,2024-05-26T18:43:14.310000,writing,body_parts,mata,images/mata.png,easy,pic_to_word,2024-05-26T18:43:06,2024-05-26T18:43:14.310000,8.31,mata,mata,1,1,0,,0,0,,0,SESS_USER_014_003,USER_014,1,web,2024-05-26T18:43:14.733906
Q_C_FOOD_E_001,EX_C_FOOD_E_001,Kefahaman - Makanan Mudah,2024-03-24T12:30:39,2024-03-24T16:09:10.720000,13111.72,2024-10-03T15:38:30,2024-03-24T16:09:10.720000,comprehension,food,images/nasi.png,Makanan ruji orang Malaysia.,easy,word_to_pic,2024-03-24T16:08:54,2024-03-24T16:09:10.720000,16.72,images/nasi.png,images/nasi.png,1,1,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-03-24T16:09:11.937513
Q_FOOD_M_001,EX_W_FOOD_M_001,Menulis - Makanan Sederhana,2024-05-30T14:49:01,2024-05-30T18:28:01.100000,13140.1,2024-09-17T22:22:00,2024-05-30T18:28:01.100000,writing,food,telur,images/telur.png,medium,pic_to_word,2024-05-30T18:27:35,2024-05-30T18:28:01.100000,26.1,telur,telur,1,1,0,,0,0,,0,SESS_USER_009_001,USER_009,1,mobile,2024-05-30T18:28:02.584908
